step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
282,CASH_OUT,45985.43,C793580584,0.0,0.0,C1963204670,1262775.75,1308761.17,0,0
514,PAYMENT,11153.82,C1431705796,194150.3,182996.47,M1186412546,0.0,0.0,0,0
351,CASH_OUT,342680.23,C84053204,11460.0,0.0,C2073457207,0.0,342680.23,0,0
332,PAYMENT,4865.79,C770536579,94792.5,89926.71,M597607547,0.0,0.0,0,0
210,CASH_IN,67513.49,C2036143778,3016966.23,3084479.72,C1851448638,308442.02,240928.53,0,0
402,CASH_OUT,261722.58,C718150725,18904.0,0.0,C1800577903,56438.78,318161.36,0,0
490,CASH_IN,452229.7,C797629824,40785.0,493014.7,C2064504551,1150532.99,698303.3,0,0
212,CASH_OUT,22859.61,C1095095939,0.0,0.0,C1306805468,688727.73,711587.35,0,0
329,PAYMENT,8416.16,C1527959151,290006.65,281590.49,M838343823,0.0,0.0,0,0
132,CASH_OUT,86074.02,C291787677,20050.0,0.0,C1948579550,0.0,86074.02,0,0
139,CASH_OUT,66847.46,C2068628617,0.0,0.0,C639251187,167116.73,233964.18,0,0
9,PAYMENT,16267.12,C1544416559,0.0,0.0,M1445806355,0.0,0.0,0,0
130,CASH_IN,19475.24,C671835790,3785366.39,3804841.64,C787322368,647730.63,628255.38,0,0
325,CASH_OUT,356622.53,C1849651956,15848.0,0.0,C521362718,0.0,356622.53,0,0
140,CASH_OUT,23560.37,C1961834011,41046.71,17486.34,C310584194,43992.81,67553.19,0,0
379,PAYMENT,11376.94,C1811518384,0.0,0.0,M522297395,0.0,0.0,0,0
205,CASH_IN,192544.94,C2020742066,24500302.35,24692847.29,C1766754151,5851110.22,5658565.28,0,0
236,PAYMENT,1366.95,C1367165490,696551.0,695184.05,M473517654,0.0,0.0,0,0
206,PAYMENT,3683.23,C836586210,20079.0,16395.77,M1866244006,0.0,0.0,0,0
254,TRANSFER,1599517.8,C855990802,0.0,0.0,C596299019,2923260.49,4522778.29,0,0
281,PAYMENT,19834.95,C1891185979,32052.0,12217.05,M2116748973,0.0,0.0,0,0
284,CASH_IN,45240.74,C1777935067,5517748.9,5562989.65,C33313337,2494079.78,2448839.04,0,0
298,CASH_OUT,411138.82,C210676797,10743.0,0.0,C1868831144,23787.57,46860.66,0,0
659,CASH_OUT,47619.18,C728423879,0.0,0.0,C1358685386,13915787.95,13963407.14,0,0
378,PAYMENT,12116.42,C1412739193,0.0,0.0,M140681443,0.0,0.0,0,0
236,PAYMENT,15729.34,C991634199,28378.63,12649.29,M1179457825,0.0,0.0,0,0
598,CASH_OUT,210384.52,C1152292561,0.0,0.0,C236519009,253658.82,464043.33,0,0
188,PAYMENT,2925.11,C170899543,11888.0,8962.89,M379214780,0.0,0.0,0,0
210,PAYMENT,7303.18,C885441522,0.0,0.0,M2058150645,0.0,0.0,0,0
380,PAYMENT,911.57,C1909482769,317244.0,316332.43,M1839396386,0.0,0.0,0,0
659,PAYMENT,3165.39,C1748088876,591890.07,588724.69,M1307963126,0.0,0.0,0,0
17,CASH_IN,19521.01,C1125112596,159488.0,179009.01,C60118475,0.0,0.0,0,0
19,CASH_OUT,205371.73,C977792648,0.0,0.0,C1312698206,3624468.15,3829839.88,0,0
42,PAYMENT,14788.86,C272965646,0.0,0.0,M2070883802,0.0,0.0,0,0
251,CASH_OUT,4821.88,C1172490603,29764.0,24942.12,C434954011,436105.66,440927.54,0,0
20,PAYMENT,4477.26,C1102270853,78697.0,74219.74,M186961214,0.0,0.0,0,0
335,CASH_OUT,118812.77,C2024669937,18326.96,0.0,C1225123709,2780384.89,2899197.65,0,0
140,CASH_OUT,142626.88,C1432961607,62603.0,0.0,C374893921,1744214.76,1886841.64,0,0
399,CASH_OUT,210384.4,C329779736,25132.0,0.0,C547252432,532549.32,742933.73,0,0
308,CASH_OUT,163688.06,C226114408,22.0,0.0,C2058693500,277923.55,441611.61,0,0
178,CASH_OUT,326819.66,C1124992915,49613.0,0.0,C1621505394,2407989.38,2734809.04,0,0
298,CASH_OUT,8970.48,C1520727625,10369.0,1398.52,C1657424444,299350.81,308321.29,0,0
35,CASH_IN,68218.94,C1067516968,3049362.37,3117581.31,C1555010631,318695.35,31067.14,0,0
185,PAYMENT,2607.54,C1078382619,0.0,0.0,M2065600722,0.0,0.0,0,0
402,TRANSFER,727863.04,C202811876,0.0,0.0,C1275549966,1949046.85,2676909.89,0,0
157,CASH_IN,334669.19,C1527274556,576.0,335245.19,C103250878,1504866.26,1170197.07,0,0
16,CASH_IN,223717.08,C1601574483,77288.0,301005.08,C1690854648,40664.22,0.0,0,0
10,PAYMENT,21217.27,C898540013,10369.0,0.0,M1509150764,0.0,0.0,0,0
184,CASH_OUT,70192.31,C431110093,113621.52,43429.21,C2065448927,199466.24,269658.54,0,0
139,CASH_OUT,165763.19,C1572522125,41830.0,0.0,C1852361981,0.0,165763.19,0,0
139,CASH_OUT,90344.91,C1450236211,0.0,0.0,C1741105655,563610.75,653955.66,0,0
184,CASH_IN,198824.91,C1607974204,20980.0,219804.91,C1884798465,379257.46,180432.56,0,0
403,CASH_IN,227217.56,C1261988356,1345096.81,1572314.37,C1689046864,2611953.2,2384735.64,0,0
227,CASH_OUT,225683.17,C969258202,400505.0,174821.83,C130254092,0.0,225683.17,0,0
355,CASH_OUT,256275.18,C2069323515,77368.0,0.0,C202675260,7226518.8,7482793.99,0,0
182,CASH_IN,173869.05,C600916763,18072798.19,18246667.24,C306888231,4358484.08,4184615.03,0,0
354,CASH_OUT,147031.62,C15754286,100750.0,0.0,C181805529,0.0,147031.62,0,0
596,PAYMENT,8981.65,C884811730,29974.0,20992.35,M1221972226,0.0,0.0,0,0
226,TRANSFER,1806893.44,C353974189,364.0,0.0,C120942816,159371.69,1966265.13,0,0
9,PAYMENT,134.33,C1981041936,0.0,0.0,M1196207062,0.0,0.0,0,0
466,CASH_OUT,81414.67,C1444970984,107.0,0.0,C401434157,0.0,81414.67,0,0
259,CASH_IN,146662.3,C644166784,21711049.49,21857711.8,C1834247866,730768.98,584106.67,0,0
96,CASH_OUT,124956.73,C2133905036,0.0,0.0,C1920584330,165026.31,289983.04,0,0
136,PAYMENT,5947.47,C1513727982,379440.83,373493.36,M1943353867,0.0,0.0,0,0
265,CASH_IN,86713.5,C1261349859,4401902.91,4488616.41,C655934833,3647861.7,3561148.2,0,0
250,CASH_IN,170085.63,C817298331,10426768.04,10596853.67,C53598738,1795392.84,1625307.2,0,0
397,CASH_OUT,128953.71,C1813739281,0.0,0.0,C1390508060,351030.95,479984.66,0,0
307,DEBIT,5774.42,C1934718020,2758.25,0.0,C955743700,64132.57,0.0,0,0
451,CASH_IN,16882.07,C532641479,3579504.91,3596386.99,C61050062,155857.34,138975.26,0,0
349,PAYMENT,4492.43,C1077950620,0.0,0.0,M1235216756,0.0,0.0,0,0
298,CASH_IN,407477.05,C1023090147,503598.0,911075.05,C55040366,7598487.85,7191010.81,0,0
256,CASH_IN,138178.95,C682882729,2955106.03,3093284.98,C977558016,1364300.06,1226121.11,0,0
187,CASH_OUT,138351.27,C546697905,198.0,0.0,C1729992140,230175.56,368526.82,0,0
277,PAYMENT,15691.93,C188899564,22216.0,6524.07,M1371337272,0.0,0.0,0,0
154,CASH_IN,75737.4,C846684437,3934221.23,4009958.63,C839533176,1593353.79,1565889.67,0,0
258,PAYMENT,15641.5,C1978147217,773825.0,758183.5,M836412937,0.0,0.0,0,0
9,CASH_IN,430810.2,C944581772,19703237.2,20134047.41,C1395959888,2225535.77,2418567.83,0,0
231,PAYMENT,25037.61,C954531945,0.0,0.0,M1793102811,0.0,0.0,0,0
347,TRANSFER,1012268.17,C2079787650,0.0,0.0,C1661673055,1588765.4,2601033.57,0,0
212,TRANSFER,4953893.08,C728984460,4953893.08,4953893.08,C639921569,0.0,0.0,1,1
250,TRANSFER,1343002.08,C1100582606,1343002.08,1343002.08,C1147517658,0.0,0.0,1,1
279,TRANSFER,536624.41,C1035541766,536624.41,536624.41,C1100697970,0.0,0.0,1,1
387,TRANSFER,4892193.09,C908544136,4892193.09,4892193.09,C891140444,0.0,0.0,1,1
425,TRANSFER,10000000.0,C689608084,19585040.37,19585040.37,C1392803603,0.0,0.0,1,1
425,TRANSFER,9585040.37,C452586515,19585040.37,19585040.37,C1109166882,0.0,0.0,1,1
554,TRANSFER,3576297.1,C193696150,3576297.1,3576297.1,C484597480,0.0,0.0,1,1
586,TRANSFER,353874.22,C1684585475,353874.22,353874.22,C1770418982,0.0,0.0,1,1
617,TRANSFER,2542664.27,C786455622,2542664.27,2542664.27,C661958277,0.0,0.0,1,1
646,TRANSFER,10000000.0,C19004745,10399045.08,10399045.08,C1806199534,0.0,0.0,1,1
646,TRANSFER,399045.08,C724693370,10399045.08,10399045.08,C1909486199,0.0,0.0,1,1
671,TRANSFER,3441041.46,C917414431,3441041.46,3441041.46,C1082139865,0.0,0.0,1,1
702,TRANSFER,3171085.59,C1892216157,3171085.59,3171085.59,C1308068787,0.0,0.0,1,1
730,TRANSFER,10000000.0,C2140038573,17316255.05,17316255.05,C1395467927,0.0,0.0,1,1
730,TRANSFER,7316255.05,C1869569059,17316255.05,17316255.05,C1861208726,0.0,0.0,1,1
741,TRANSFER,5674547.89,C992223106,5674547.89,5674547.89,C1366804249,0.0,0.0,1,1
212,TRANSFER,4953893.08,C728984460,4953893.08,4953893.08,C639921569,0.0,0.0,1,1
250,TRANSFER,1343002.08,C1100582606,1343002.08,1343002.08,C1147517658,0.0,0.0,1,1
279,TRANSFER,536624.41,C1035541766,536624.41,536624.41,C1100697970,0.0,0.0,1,1
387,TRANSFER,4892193.09,C908544136,4892193.09,4892193.09,C891140444,0.0,0.0,1,1
425,TRANSFER,10000000.0,C689608084,19585040.37,19585040.37,C1392803603,0.0,0.0,1,1
425,TRANSFER,9585040.37,C452586515,19585040.37,19585040.37,C1109166882,0.0,0.0,1,1
554,TRANSFER,3576297.1,C193696150,3576297.1,3576297.1,C484597480,0.0,0.0,1,1
586,TRANSFER,353874.22,C1684585475,353874.22,353874.22,C1770418982,0.0,0.0,1,1
617,TRANSFER,2542664.27,C786455622,2542664.27,2542664.27,C661958277,0.0,0.0,1,1
646,TRANSFER,10000000.0,C19004745,10399045.08,10399045.08,C1806199534,0.0,0.0,1,1
646,TRANSFER,399045.08,C724693370,10399045.08,10399045.08,C1909486199,0.0,0.0,1,1
671,TRANSFER,3441041.46,C917414431,3441041.46,3441041.46,C1082139865,0.0,0.0,1,1
702,TRANSFER,3171085.59,C1892216157,3171085.59,3171085.59,C1308068787,0.0,0.0,1,1
730,TRANSFER,10000000.0,C2140038573,17316255.05,17316255.05,C1395467927,0.0,0.0,1,1
730,TRANSFER,7316255.05,C1869569059,17316255.05,17316255.05,C1861208726,0.0,0.0,1,1
741,TRANSFER,5674547.89,C992223106,5674547.89,5674547.89,C1366804249,0.0,0.0,1,1
212,TRANSFER,4953893.08,C728984460,4953893.08,4953893.08,C639921569,0.0,0.0,1,1
250,TRANSFER,1343002.08,C1100582606,1343002.08,1343002.08,C1147517658,0.0,0.0,1,1
279,TRANSFER,536624.41,C1035541766,536624.41,536624.41,C1100697970,0.0,0.0,1,1
387,TRANSFER,4892193.09,C908544136,4892193.09,4892193.09,C891140444,0.0,0.0,1,1
425,TRANSFER,10000000.0,C689608084,19585040.37,19585040.37,C1392803603,0.0,0.0,1,1
425,TRANSFER,9585040.37,C452586515,19585040.37,19585040.37,C1109166882,0.0,0.0,1,1
554,TRANSFER,3576297.1,C193696150,3576297.1,3576297.1,C484597480,0.0,0.0,1,1
586,TRANSFER,353874.22,C1684585475,353874.22,353874.22,C1770418982,0.0,0.0,1,1
617,TRANSFER,2542664.27,C786455622,2542664.27,2542664.27,C661958277,0.0,0.0,1,1
646,TRANSFER,10000000.0,C19004745,10399045.08,10399045.08,C1806199534,0.0,0.0,1,1
646,TRANSFER,399045.08,C724693370,10399045.08,10399045.08,C1909486199,0.0,0.0,1,1
671,TRANSFER,3441041.46,C917414431,3441041.46,3441041.46,C1082139865,0.0,0.0,1,1
702,TRANSFER,3171085.59,C1892216157,3171085.59,3171085.59,C1308068787,0.0,0.0,1,1
730,TRANSFER,10000000.0,C2140038573,17316255.05,17316255.05,C1395467927,0.0,0.0,1,1
730,TRANSFER,7316255.05,C1869569059,17316255.05,17316255.05,C1861208726,0.0,0.0,1,1
741,TRANSFER,5674547.89,C992223106,5674547.89,5674547.89,C1366804249,0.0,0.0,1,1
212,TRANSFER,4953893.08,C728984460,4953893.08,4953893.08,C639921569,0.0,0.0,1,1
250,TRANSFER,1343002.08,C1100582606,1343002.08,1343002.08,C1147517658,0.0,0.0,1,1
279,TRANSFER,536624.41,C1035541766,536624.41,536624.41,C1100697970,0.0,0.0,1,1
387,TRANSFER,4892193.09,C908544136,4892193.09,4892193.09,C891140444,0.0,0.0,1,1
425,TRANSFER,10000000.0,C689608084,19585040.37,19585040.37,C1392803603,0.0,0.0,1,1
425,TRANSFER,9585040.37,C452586515,19585040.37,19585040.37,C1109166882,0.0,0.0,1,1
554,TRANSFER,3576297.1,C193696150,3576297.1,3576297.1,C484597480,0.0,0.0,1,1
586,TRANSFER,353874.22,C1684585475,353874.22,353874.22,C1770418982,0.0,0.0,1,1
617,TRANSFER,2542664.27,C786455622,2542664.27,2542664.27,C661958277,0.0,0.0,1,1
646,TRANSFER,10000000.0,C19004745,10399045.08,10399045.08,C1806199534,0.0,0.0,1,1
646,TRANSFER,399045.08,C724693370,10399045.08,10399045.08,C1909486199,0.0,0.0,1,1
671,TRANSFER,3441041.46,C917414431,3441041.46,3441041.46,C1082139865,0.0,0.0,1,1
702,TRANSFER,3171085.59,C1892216157,3171085.59,3171085.59,C1308068787,0.0,0.0,1,1
730,TRANSFER,10000000.0,C2140038573,17316255.05,17316255.05,C1395467927,0.0,0.0,1,1
730,TRANSFER,7316255.05,C1869569059,17316255.05,17316255.05,C1861208726,0.0,0.0,1,1
741,TRANSFER,5674547.89,C992223106,5674547.89,5674547.89,C1366804249,0.0,0.0,1,1
212,TRANSFER,4953893.08,C728984460,4953893.08,4953893.08,C639921569,0.0,0.0,1,1
250,TRANSFER,1343002.08,C1100582606,1343002.08,1343002.08,C1147517658,0.0,0.0,1,1
279,TRANSFER,536624.41,C1035541766,536624.41,536624.41,C1100697970,0.0,0.0,1,1
387,TRANSFER,4892193.09,C908544136,4892193.09,4892193.09,C891140444,0.0,0.0,1,1
425,TRANSFER,10000000.0,C689608084,19585040.37,19585040.37,C1392803603,0.0,0.0,1,1
425,TRANSFER,9585040.37,C452586515,19585040.37,19585040.37,C1109166882,0.0,0.0,1,1
554,TRANSFER,3576297.1,C193696150,3576297.1,3576297.1,C484597480,0.0,0.0,1,1
586,TRANSFER,353874.22,C1684585475,353874.22,353874.22,C1770418982,0.0,0.0,1,1
617,TRANSFER,2542664.27,C786455622,2542664.27,2542664.27,C661958277,0.0,0.0,1,1
646,TRANSFER,10000000.0,C19004745,10399045.08,10399045.08,C1806199534,0.0,0.0,1,1
646,TRANSFER,399045.08,C724693370,10399045.08,10399045.08,C1909486199,0.0,0.0,1,1
671,TRANSFER,3441041.46,C917414431,3441041.46,3441041.46,C1082139865,0.0,0.0,1,1
702,TRANSFER,3171085.59,C1892216157,3171085.59,3171085.59,C1308068787,0.0,0.0,1,1
730,TRANSFER,10000000.0,C2140038573,17316255.05,17316255.05,C1395467927,0.0,0.0,1,1
730,TRANSFER,7316255.05,C1869569059,17316255.05,17316255.05,C1861208726,0.0,0.0,1,1
741,TRANSFER,5674547.89,C992223106,5674547.89,5674547.89,C1366804249,0.0,0.0,1,1
212,TRANSFER,4953893.08,C728984460,4953893.08,4953893.08,C639921569,0.0,0.0,1,1
250,TRANSFER,1343002.08,C1100582606,1343002.08,1343002.08,C1147517658,0.0,0.0,1,1
279,TRANSFER,536624.41,C1035541766,536624.41,536624.41,C1100697970,0.0,0.0,1,1
387,TRANSFER,4892193.09,C908544136,4892193.09,4892193.09,C891140444,0.0,0.0,1,1
425,TRANSFER,10000000.0,C689608084,19585040.37,19585040.37,C1392803603,0.0,0.0,1,1
425,TRANSFER,9585040.37,C452586515,19585040.37,19585040.37,C1109166882,0.0,0.0,1,1
554,TRANSFER,3576297.1,C193696150,3576297.1,3576297.1,C484597480,0.0,0.0,1,1
586,TRANSFER,353874.22,C1684585475,353874.22,353874.22,C1770418982,0.0,0.0,1,1
617,TRANSFER,2542664.27,C786455622,2542664.27,2542664.27,C661958277,0.0,0.0,1,1
646,TRANSFER,10000000.0,C19004745,10399045.08,10399045.08,C1806199534,0.0,0.0,1,1
646,TRANSFER,399045.08,C724693370,10399045.08,10399045.08,C1909486199,0.0,0.0,1,1
671,TRANSFER,3441041.46,C917414431,3441041.46,3441041.46,C1082139865,0.0,0.0,1,1
702,TRANSFER,3171085.59,C1892216157,3171085.59,3171085.59,C1308068787,0.0,0.0,1,1
730,TRANSFER,10000000.0,C2140038573,17316255.05,17316255.05,C1395467927,0.0,0.0,1,1
730,TRANSFER,7316255.05,C1869569059,17316255.05,17316255.05,C1861208726,0.0,0.0,1,1
741,TRANSFER,5674547.89,C992223106,5674547.89,5674547.89,C1366804249,0.0,0.0,1,1
94,CASH_OUT,332038.49,C595301352,0.0,0.0,C1944206053,1438116.53,1770155.02,0,0
285,PAYMENT,3530.73,C282544726,49790.0,46259.27,M2098133922,0.0,0.0,0,0
345,PAYMENT,8669.43,C1152063258,0.0,0.0,M633832945,0.0,0.0,0,0
202,PAYMENT,11887.85,C651162281,0.0,0.0,M413199196,0.0,0.0,0,0
378,TRANSFER,199107.31,C417650589,0.0,0.0,C1858893116,3704464.23,3903571.54,0,0
331,CASH_OUT,110618.9,C1038176125,506333.0,395714.1,C2075498648,75261.84,185880.74,0,0
23,CASH_OUT,155592.77,C615483325,0.0,0.0,C837293555,279455.64,435048.41,0,0
349,CASH_OUT,108967.66,C695485390,0.0,0.0,C1215016478,1097568.71,1206536.37,0,0
279,CASH_OUT,90918.15,C539520459,16927.0,0.0,C2139504404,47109.56,138027.71,0,0
376,CASH_OUT,307521.41,C1764032750,0.0,0.0,C694507849,859492.03,1167013.44,0,0
346,PAYMENT,11299.91,C1032769406,0.0,0.0,M613838413,0.0,0.0,0,0
154,CASH_OUT,83890.57,C206051416,103033.0,19142.43,C1670705895,340479.3,424369.86,0,0
178,CASH_IN,523734.11,C1832264349,508.0,524242.11,C242704372,4724042.33,4200308.21,0,0
375,CASH_IN,309928.63,C239445551,5219745.32,5529673.95,C1525094509,331492.66,21564.03,0,0
202,CASH_OUT,179689.45,C1782841334,0.0,0.0,C2092569922,684153.5,863842.96,0,0
373,CASH_OUT,190015.74,C1433254352,11331.0,0.0,C1218718395,0.0,190015.74,0,0
206,PAYMENT,6145.98,C31018425,7728.0,1582.02,M1997505319,0.0,0.0,0,0
514,PAYMENT,5873.24,C1530856382,0.0,0.0,M876059143,0.0,0.0,0,0
348,TRANSFER,745793.35,C235188538,39701.12,0.0,C1685726862,16256609.32,17002402.67,0,0
250,TRANSFER,1581518.41,C1860271702,0.0,0.0,C1719993196,1762575.09,3344093.5,0,0
301,CASH_OUT,82184.56,C1185445616,102600.0,20415.44,C642874830,0.0,82184.56,0,0
357,TRANSFER,3515901.76,C1791465711,0.0,0.0,C1879769113,4919744.19,8435645.95,0,0
356,CASH_OUT,223626.54,C913734470,0.0,0.0,C1776148429,446198.59,669825.13,0,0
283,CASH_OUT,130120.42,C1431436221,0.0,0.0,C1749129146,436730.31,566850.73,0,0
41,TRANSFER,365272.2,C2017423304,0.0,0.0,C2081648969,3848724.5,4213996.7,0,0
398,CASH_OUT,175488.09,C463473603,0.0,0.0,C868057205,885540.51,1190001.27,0,0
235,PAYMENT,17337.55,C380270051,0.0,0.0,M1839706099,0.0,0.0,0,0
141,PAYMENT,9217.07,C1279659531,0.0,0.0,M68956607,0.0,0.0,0,0
332,TRANSFER,434248.37,C1764284468,0.0,0.0,C358945794,13827976.84,14262225.21,0,0
227,PAYMENT,14431.08,C1922990231,29550.76,15119.68,M657554280,0.0,0.0,0,0
131,CASH_IN,1722.19,C174712553,100690.0,102412.19,C1878071844,456422.44,825641.14,0,0
590,PAYMENT,15987.89,C757421937,10422.0,0.0,M1695293652,0.0,0.0,0,0
190,PAYMENT,23.48,C1797638359,118791.0,118767.52,M113647649,0.0,0.0,0,0
256,CASH_IN,279804.43,C1245873447,39635.0,319439.43,C96453635,0.0,0.0,0,0
256,CASH_OUT,22692.89,C660279792,0.0,0.0,C592559363,6202391.86,6225084.75,0,0
400,CASH_OUT,297487.52,C1802719150,0.0,0.0,C1078133427,776153.76,1073641.28,0,0
162,PAYMENT,27271.78,C2041980662,21133.0,0.0,M723750024,0.0,0.0,0,0
181,PAYMENT,8087.92,C512760579,0.0,0.0,M994289552,0.0,0.0,0,0
232,PAYMENT,1121.28,C616725652,0.0,0.0,M207982987,0.0,0.0,0,0
12,PAYMENT,6787.36,C1300716295,0.0,0.0,M185299731,0.0,0.0,0,0
137,CASH_OUT,386388.43,C119577311,55193.0,0.0,C137723641,72002.72,458391.15,0,0
45,CASH_OUT,125798.61,C1344939515,46036.0,0.0,C1635322180,4900634.46,5026433.07,0,0
138,PAYMENT,13567.62,C1820957681,10052.0,0.0,M1151662218,0.0,0.0,0,0
15,PAYMENT,8061.47,C263250286,45227.7,37166.23,M958765804,0.0,0.0,0,0
231,PAYMENT,6360.96,C971717711,191679.5,185318.54,M161202052,0.0,0.0,0,0
132,PAYMENT,33703.45,C254245039,66441.0,32737.55,M1856326385,0.0,0.0,0,0
408,CASH_IN,129149.3,C86163224,3086441.64,3215590.94,C1336444379,547330.6,418181.3,0,0
9,PAYMENT,21372.23,C1762581121,0.0,0.0,M68241438,0.0,0.0,0,0
130,PAYMENT,25695.67,C1496301563,0.0,0.0,M1013510727,0.0,0.0,0,0
12,CASH_OUT,222620.36,C2138526584,51945.0,0.0,C1458833153,0.0,222620.36,0,0
42,PAYMENT,14604.65,C1100926906,23090.0,8485.35,M266068778,0.0,0.0,0,0
253,CASH_IN,242262.45,C72484827,7424488.45,7666750.9,C1723462594,1283160.21,1040897.76,0,0
131,CASH_OUT,59642.61,C74202768,0.0,0.0,C312626283,75592.39,135235.0,0,0
183,CASH_IN,222979.28,C1166555863,7772471.28,7995450.56,C411274003,450874.32,227895.04,0,0
184,PAYMENT,10372.53,C597609444,0.0,0.0,M776775118,0.0,0.0,0,0
158,CASH_OUT,224982.49,C116032791,0.0,0.0,C1221832908,1543040.75,3803192.65,0,0
403,CASH_OUT,443971.74,C1207142578,0.0,0.0,C334259414,620838.19,1064809.93,0,0
309,CASH_IN,276003.29,C691126920,5341342.67,5617345.96,C94781167,1446571.97,1170568.68,0,0
301,CASH_IN,437885.34,C1700521641,9919930.35,10357815.68,C802663593,8552107.17,8114221.84,0,0
134,PAYMENT,8984.65,C2005819911,0.0,0.0,M1527481890,0.0,0.0,0,0
237,CASH_IN,383225.83,C1936687730,23658468.16,24041693.99,C1258468935,3555742.77,3172516.94,0,0
298,CASH_IN,55518.46,C915466358,26457609.06,26513127.51,C233730409,207959.2,152440.75,0,0
263,CASH_IN,57947.38,C185482653,2424621.34,2482568.72,C299236533,273244.12,215296.74,0,0
10,CASH_OUT,272418.16,C1905883952,0.0,0.0,C2091358494,1262193.99,1602659.64,0,0
154,PAYMENT,7040.92,C698235588,0.0,0.0,M1204397523,0.0,0.0,0,0
234,PAYMENT,3551.73,C754382924,154632.11,151080.38,M1556766775,0.0,0.0,0,0
230,TRANSFER,269173.7,C559624228,0.0,0.0,C615973643,1936756.55,2205930.25,0,0
137,CASH_OUT,193814.15,C706268150,0.0,0.0,C1723623020,267614.95,461429.1,0,0
141,CASH_OUT,119234.09,C593209866,116.0,0.0,C854261275,0.0,119234.09,0,0
282,CASH_IN,301656.96,C1904241512,9019643.86,9321300.82,C1790614984,776509.97,474853.01,0,0
394,PAYMENT,11198.91,C2019343122,0.0,0.0,M646314387,0.0,0.0,0,0
135,PAYMENT,29875.99,C1271929671,79960.0,50084.01,M1956751444,0.0,0.0,0,0
401,PAYMENT,6748.14,C1313139104,0.0,0.0,M162184764,0.0,0.0,0,0
137,CASH_OUT,258723.61,C299969479,78640.0,0.0,C1698289399,0.0,258723.61,0,0
249,PAYMENT,40544.32,C286106301,0.0,0.0,M1153457025,0.0,0.0,0,0
9,TRANSFER,1508150.28,C436134930,0.0,0.0,C505973878,1534252.89,5052225.95,0,0
228,CASH_OUT,152509.64,C1048420908,0.0,0.0,C1259769769,7485165.34,7637674.99,0,0
12,CASH_OUT,92191.62,C46277252,0.0,0.0,C1792199533,205185.62,297377.24,0,0
211,CASH_IN,281341.03,C1231374285,59554.0,340895.03,C998440130,75451.29,0.0,0,0
399,CASH_IN,28446.3,C2140726925,19046659.12,19075105.43,C1838923302,784569.19,756122.89,0,0
162,CASH_OUT,129573.37,C855537043,31116.0,0.0,C146390422,928778.22,1058351.6,0,0
378,PAYMENT,15976.2,C1986589235,0.0,0.0,M511608008,0.0,0.0,0,0
226,TRANSFER,1478537.73,C1884316431,16673.0,0.0,C1938879421,0.0,1478537.73,0,0
402,CASH_OUT,12106.68,C988574828,0.0,0.0,C587876239,21433.23,33539.91,0,0
298,CASH_OUT,198013.59,C967010529,702747.94,504734.35,C608512605,2395152.39,2593165.98,0,0
589,CASH_OUT,310150.77,C529438150,185.0,0.0,C2102239617,931845.1,1241995.87,0,0
670,PAYMENT,32175.65,C1671098372,0.0,0.0,M635628905,0.0,0.0,0,0
282,CASH_OUT,336820.86,C1817676016,20600.0,0.0,C1707806045,516376.36,853197.22,0,0
546,CASH_OUT,184631.26,C483257340,47209.0,0.0,C1922185629,4690499.56,4875130.82,0,0
14,CASH_OUT,189380.29,C576672841,54758.0,0.0,C1391371643,146761.49,238012.5,0,0
373,CASH_OUT,113214.47,C2131095857,0.0,0.0,C865080914,4242581.61,4355796.08,0,0
403,CASH_IN,50990.86,C424737976,2414.0,53404.86,C806349566,0.0,0.0,0,0
165,PAYMENT,56637.37,C707322479,0.0,0.0,M1392292197,0.0,0.0,0,0
44,CASH_IN,268641.83,C30958997,16538227.09,16806868.93,C716501985,4826553.69,4557911.86,0,0
358,PAYMENT,22258.72,C1770304434,0.0,0.0,M2046201531,0.0,0.0,0,0
589,PAYMENT,32344.63,C153918236,281895.53,249550.9,M7106084,0.0,0.0,0,0
19,CASH_OUT,76448.99,C602889102,0.0,0.0,C1464144175,120344.0,461842.03,0,0
380,PAYMENT,502.47,C62001850,10798.0,10295.53,M1649526345,0.0,0.0,0,0
154,PAYMENT,7258.65,C348047586,0.0,0.0,M1133026316,0.0,0.0,0,0
37,TRANSFER,874631.64,C826275424,41924.0,0.0,C308220962,0.0,874631.64,0,0
215,CASH_IN,272900.95,C1444769592,3200443.36,3473344.31,C683565344,360420.63,87519.68,0,0
188,CASH_OUT,179634.78,C2140776566,97657.38,0.0,C1369836889,1800052.43,1979687.21,0,0
211,CASH_OUT,44775.15,C922599784,30610.0,0.0,C486208109,0.0,44775.15,0,0
304,PAYMENT,2879.79,C1095296514,0.0,0.0,M946410752,0.0,0.0,0,0
12,CASH_IN,226419.43,C1314084030,479366.46,705785.89,C1554852614,1401970.69,1262555.45,0,0
232,CASH_OUT,121497.89,C1608714256,11667.0,0.0,C743412288,2552672.66,2674170.55,0,0
326,PAYMENT,23115.61,C254601523,0.0,0.0,M1109668227,0.0,0.0,0,0
538,PAYMENT,10936.6,C1261832388,264055.92,253119.32,M1899424625,0.0,0.0,0,0
179,PAYMENT,28662.71,C941791642,0.0,0.0,M701666483,0.0,0.0,0,0
252,CASH_IN,80252.5,C1201230457,3440028.55,3520281.05,C1433438703,161166.89,80914.39,0,0
